what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1767155705490
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1767155705490
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1767155705506
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1767155705506
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1767155705506
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1767155705506
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1767155705506
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1767155705506
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1767155705506
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1767155705506
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1767155705506
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1767155705506
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1767155705506
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1767155705506
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1767155705506
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1767155705506
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1767155705506
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1767155705506
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1767155705506
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1767155705506
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1767155705506
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1767155705506
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1767155705506
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1767155705506
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1767155705506
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1767155705506
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1767155705522
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1767155705522
os,sysinfo,,,"win32",1767155705522
arch,sysinfo,,,"x86_64",1767155705522
ws,sysinfo,,,"win32",1767155705522
locale,sysinfo,,,"en_IN",1767155705522
processors,sysinfo,,,"8",1767155705522
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1767155705522
java.runtime.version,sysinfo,,,"1.8.0_202-b08",1767155705522
java.specification.name,sysinfo,,,"Java Platform API Specification",1767155705522
java.specification.vendor,sysinfo,,,"Oracle Corporation",1767155705522
java.specification.version,sysinfo,,,"1.8",1767155705522
java.vendor,sysinfo,,,"Oracle Corporation",1767155705522
java.version,sysinfo,,,"1.8.0_202",1767155705522
java.vm.info,sysinfo,,,"mixed mode",1767155705522
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1767155705522
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1767155705522
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1767155705522
java.vm.specification.version,sysinfo,,,"1.8",1767155705522
java.vm.vendor,sysinfo,,,"Oracle Corporation",1767155705522
java.vm.version,sysinfo,,,"25.202-b08",1767155705522
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1767155713291
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1767155731587
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1767155743296
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1767155745865
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1767155750647
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1767155755579
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1767155763894
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1767155770557
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1767155778969
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1767155779090
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1767155779184
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1767155790677
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1767155801300
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1767155805218
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1767155814952
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1767155814991
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1767155815028
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1767155819174
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1767155820499
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1767155821087
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1767155832053
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1767155832060
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1767155841182
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1767155854684
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1767155869979
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1767155963493
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1767156172675
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1767156177896
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1767156266958
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.smartEnter",1767156274904
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1767156290385
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1767156301715
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1767156305646
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1767156322132
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1767156329982
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1767156332825
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1767156335312
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1767156344353
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1767156347008
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1767156351042
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1767156353939
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1767156373488
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1767156373804
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1767156375900
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1767156383715
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1767156920168
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1767156929584
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1767156963700
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1767156966794
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1767156973261
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1767156975485
